,loan_amnt,term,int_rate,installment,sub_grade,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,delinq_2yrs,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,acc_now_delinq,delinq_amnt,collections_12_mths_ex_med,application_type,credit_hist_years,prediction,cagr
1792967,4000.0,0,21.7,152.15,6,10,4,100000.0,9,32,19.05,0.0,689.0,1.0,16.0,1.0,9464.0,24.2,35.0,0.0,0.0,0.0,0,22.9,0.025378615,0.09195647829337217
1228410,2400.0,0,22.15,91.85,9,10,0,56000.0,9,36,8.38,1.0,664.0,0.0,9.0,0.0,15312.0,42.7,19.0,0.0,0.0,0.0,0,33.3,0.02567023,0.10792299991235588
1288805,3000.0,0,19.99,111.48,5,1,0,45000.0,4,4,11.25,1.0,669.0,0.0,8.0,0.0,17439.0,87.2,22.0,0.0,0.0,0.0,0,19.1,0.026584715,0.10183886875136984
1832202,6000.0,0,19.05,220.09,3,0,4,123026.0,2,4,19.56,0.0,689.0,1.0,15.0,0.0,32911.0,80.3,33.0,0.0,0.0,0.0,0,31.3,0.025767118,-0.5813738516319569
1351489,35000.0,0,19.97,1300.2,4,10,0,101914.0,2,43,14.28,1.0,674.0,0.0,17.0,0.0,21428.0,72.4,41.0,0.0,0.0,1.0,0,19.9,0.02520436,0.09252332219183844
1341410,3000.0,0,22.4,115.2,7,1,0,67000.0,9,10,16.85,0.0,689.0,1.0,17.0,0.0,12577.0,53.1,30.0,0.0,0.0,0.0,0,12.3,0.025582671,0.1139499497186971
1790213,5000.0,0,17.76,180.17,0,10,4,91000.0,2,20,7.93,0.0,664.0,1.0,14.0,0.0,15650.0,83.2,22.0,0.0,0.0,0.0,0,20.3,0.02573356,0.0905905840859862
1648404,2800.0,0,14.96,97.01,1,10,0,89000.0,11,19,20.95,0.0,714.0,0.0,9.0,0.0,33167.0,87.5,37.0,0.0,0.0,0.0,0,16.3,0.02854526,0.07641392553269677
1835649,3000.0,0,20.49,112.25,5,1,0,38000.0,13,32,17.62,0.0,694.0,0.0,9.0,0.0,18828.0,98.1,16.0,0.0,0.0,0.0,0,10.4,0.025094807,0.06759844532297632
1890638,2400.0,0,19.05,88.04,3,10,0,88000.0,2,41,12.34,0.0,679.0,1.0,11.0,0.0,1621.0,60.0,22.0,0.0,0.0,0.0,0,12.5,0.028081357,0.09142902842319488
1136528,3000.0,0,15.59,104.87,0,7,3,52000.0,9,2,12.07,0.0,699.0,0.0,5.0,0.0,11680.0,73.0,20.0,0.0,0.0,0.0,0,12.0,0.025261521000000002,0.0791180891950114
1766494,6000.0,0,19.52,221.52,3,1,0,95000.0,7,3,16.81,0.0,664.0,1.0,10.0,1.0,13301.0,49.6,57.0,0.0,0.0,0.0,0,23.8,0.026341647000000003,0.09947467364790484
1308239,2400.0,0,23.43,93.45,10,10,0,56000.0,9,29,20.77,0.0,679.0,0.0,12.0,0.0,16356.0,95.1,32.0,0.0,0.0,0.0,0,14.2,0.025994271,0.11945748096162045
1132535,4000.0,0,19.24,147.11,6,10,0,70092.0,1,20,26.2,0.0,689.0,0.0,11.0,0.0,13588.0,71.5,25.0,0.0,0.0,0.0,0,12.2,0.025015146000000002,0.08135589304537016
1153043,1000.0,0,15.61,34.97,0,3,0,30000.0,2,40,20.44,0.0,664.0,0.0,5.0,0.0,5674.0,94.6,32.0,0.0,0.0,0.0,0,15.9,0.025483519,0.025694156008371216
1793496,6600.0,0,21.0,248.66,5,8,0,118000.0,9,45,16.06,2.0,684.0,1.0,14.0,0.0,29003.0,98.0,24.0,0.0,0.0,0.0,0,25.6,0.026696354,0.1069241089699926
1783353,15000.0,0,18.55,546.44,1,10,0,250000.0,11,26,20.98,0.0,694.0,1.0,24.0,0.0,126019.0,70.0,44.0,0.0,0.0,0.0,0,30.1,0.025024502999999997,0.09458366617871604
1922132,9000.0,0,18.25,326.51,2,2,0,345000.0,2,6,5.73,1.0,669.0,0.0,7.0,0.0,46046.0,92.7,26.0,0.0,0.0,0.0,0,18.6,0.02612853,0.05094082511510045
1134331,3600.0,0,16.49,127.44,2,10,0,75710.0,2,7,9.54,0.0,699.0,0.0,7.0,0.0,14944.0,99.6,25.0,0.0,0.0,0.0,0,11.5,0.027266532000000003,-0.012010337380801815
1820598,2400.0,0,22.2,91.91,8,8,0,100000.0,11,10,5.84,0.0,669.0,1.0,7.0,1.0,1679.0,62.2,9.0,0.0,0.0,0.0,0,4.0,0.026907265,0.11294815179819714
1837870,8400.0,0,18.49,305.75,1,10,0,98000.0,4,36,16.93,0.0,679.0,1.0,9.0,0.0,14373.0,87.6,28.0,0.0,0.0,1.0,0,22.9,0.02579403,-0.169550412118872
1625732,4000.0,0,17.49,143.59,4,3,0,52200.0,9,10,18.21,1.0,679.0,0.0,9.0,0.0,37484.0,99.4,18.0,0.0,0.0,0.0,0,10.7,0.025655925,0.022720692952513
1265728,5000.0,0,15.61,174.83,0,1,0,120000.0,11,10,32.65,0.0,714.0,1.0,11.0,0.0,34545.0,85.3,34.0,0.0,0.0,0.0,0,27.9,0.026414305,0.07971672309426793
1307713,8000.0,0,18.92,292.93,3,10,0,135000.0,2,14,11.74,1.0,684.0,1.0,18.0,1.0,23076.0,50.3,36.0,0.0,0.0,0.0,0,29.6,0.025083452000000003,0.0961043458580455
1893239,2000.0,0,19.05,73.37,3,10,0,75000.0,9,4,4.53,6.0,664.0,0.0,2.0,0.0,525.0,65.6,24.0,0.0,0.0,0.0,0,21.4,0.028274745,0.08960454751017187
1222618,9600.0,0,15.61,335.67,0,10,0,150000.0,2,10,11.43,0.0,729.0,1.0,11.0,0.0,42487.0,85.3,18.0,0.0,0.0,0.0,0,24.5,0.025395185,0.0798763335609809
1282314,1800.0,0,19.47,66.41,4,4,0,42000.0,6,40,14.77,0.0,679.0,0.0,12.0,0.0,17299.0,82.8,19.0,0.0,0.0,0.0,0,15.2,0.02671948,0.09922331522874184
1197380,4375.0,0,18.99,160.35,5,4,0,73300.0,6,23,14.44,0.0,664.0,1.0,8.0,0.0,1734.0,91.3,19.0,0.0,0.0,0.0,0,12.0,0.026756555,0.09695643359702744
1347128,3000.0,0,18.25,108.84,2,10,4,74340.0,2,4,25.05,0.0,684.0,1.0,13.0,0.0,14389.0,68.5,18.0,0.0,0.0,0.0,0,27.3,0.025309592000000002,0.08900525537318504
1848618,1500.0,0,18.49,54.6,1,10,4,41600.0,12,43,19.13,0.0,684.0,0.0,6.0,0.0,14837.0,88.8,11.0,0.0,0.0,0.0,0,17.6,0.025061905,0.09427800892072846
1129699,4450.0,0,17.14,158.97,3,5,4,75000.0,4,36,10.26,1.0,674.0,1.0,6.0,0.0,2424.0,86.6,10.0,0.0,0.0,0.0,0,27.8,0.025274724,0.08430166717745123
1348350,2000.0,0,19.22,73.54,3,9,0,50000.0,2,31,7.39,0.0,704.0,1.0,10.0,0.0,1046.0,9.4,24.0,0.0,0.0,0.0,0,37.9,0.025559067999999997,0.048983840147529316
1802527,12300.0,0,18.25,446.22,1,10,0,145000.0,2,41,10.35,0.0,669.0,1.0,11.0,0.0,23465.0,88.2,19.0,0.0,0.0,0.0,0,19.9,0.025576292999999996,-0.012156115458102912
1242328,2000.0,0,18.24,72.55,4,8,0,85000.0,9,15,26.34,0.0,699.0,1.0,15.0,0.0,13436.0,67.2,37.0,0.0,0.0,0.0,0,21.6,0.026813208999999998,0.06964672298050956
1335978,3000.0,0,18.25,108.84,2,5,0,85000.0,7,4,18.14,0.0,709.0,1.0,11.0,0.0,51870.0,53.1,25.0,0.0,0.0,0.0,0,21.0,0.027457237000000002,0.09306430086940698
1122335,3000.0,0,18.54,109.28,5,10,0,55000.0,9,1,24.81,0.0,669.0,0.0,6.0,0.0,16486.0,80.4,17.0,0.0,0.0,0.0,0,15.6,0.02507922,0.09406470018950007
1777757,7925.0,0,20.2,295.33,4,1,0,138000.0,2,14,9.1,7.0,664.0,0.0,16.0,0.0,6246.0,86.7,42.0,0.0,0.0,0.0,0,24.2,0.026701987000000003,0.030940662868571774
1342411,3175.0,0,23.4,123.57,9,10,0,107000.0,9,32,13.41,2.0,679.0,1.0,7.0,0.0,1962.0,63.3,41.0,0.0,0.0,0.0,0,14.8,0.028527975,0.10301767850643828
1237052,4000.0,0,16.99,142.6,2,1,0,30000.0,2,36,8.44,0.0,664.0,0.0,7.0,0.0,3971.0,77.9,18.0,0.0,0.0,0.0,0,13.5,0.025107324,0.08128319699392961
1869342,3000.0,0,18.75,109.59,2,7,0,54000.0,9,4,20.24,0.0,704.0,0.0,7.0,0.0,2794.0,52.7,22.0,0.0,0.0,0.0,0,13.2,0.025402874,0.06780917350345582
1174910,2000.0,0,18.99,73.31,5,2,0,50000.0,9,14,15.82,0.0,694.0,0.0,8.0,0.0,9254.0,67.5,33.0,0.0,0.0,0.0,0,12.8,0.025043666000000003,0.09649884483728766
1221028,4500.0,0,18.99,164.93,5,10,3,76200.0,6,41,3.86,1.0,679.0,1.0,3.0,0.0,1249.0,69.4,7.0,0.0,0.0,0.0,0,19.1,0.026915877999999997,0.09680420873638253
1331245,2400.0,0,17.57,86.25,1,0,3,18000.0,9,2,19.93,1.0,669.0,1.0,8.0,0.0,21100.0,76.2,15.0,0.0,0.0,0.0,0,28.2,0.025669873,0.08963514489447523
1623099,7500.0,0,19.69,277.55,9,3,0,175000.0,2,32,20.96,0.0,669.0,0.0,20.0,0.0,58128.0,99.0,41.0,0.0,0.0,0.0,0,20.5,0.025309086,0.10033015524969292
1775564,3000.0,0,19.2,110.28,2,10,0,47100.0,1,1,22.8,0.0,674.0,1.0,9.0,0.0,9087.0,70.4,28.0,0.0,0.0,0.0,0,12.3,0.025352985,0.029428965676162155
1886378,1000.0,0,19.72,37.03,4,10,0,31000.0,9,38,21.83,0.0,679.0,0.0,11.0,0.0,7637.0,83.0,14.0,0.0,0.0,0.0,0,9.2,0.025640100000000002,0.09453765848585173
1806037,4000.0,0,18.85,146.33,2,1,0,88000.0,2,33,21.52,2.0,664.0,2.0,15.0,0.0,12315.0,78.9,49.0,0.0,0.0,0.0,0,14.9,0.025449872000000002,0.09309238836705602
1822162,4200.0,0,17.56,150.92,0,7,0,175000.0,9,43,21.0,2.0,694.0,0.0,10.0,0.0,12192.0,95.2,44.0,0.0,0.0,0.0,0,25.0,0.029020846,0.07655213733068322
1826081,2000.0,0,18.25,72.56,1,10,0,118000.0,12,47,27.52,0.0,674.0,0.0,12.0,0.0,13278.0,56.3,28.0,0.0,0.0,0.0,0,14.1,0.026080221,0.07174751562892379
1805223,3000.0,0,24.5,118.49,12,3,4,68000.0,9,4,12.26,0.0,689.0,1.0,4.0,0.0,2881.0,96.0,5.0,0.0,0.0,0.0,0,14.8,0.025156915,0.12447553724541205
1309294,4600.0,0,19.99,170.93,5,10,0,135000.0,9,40,34.55,3.0,669.0,0.0,8.0,0.0,27309.0,98.9,25.0,0.0,0.0,0.0,0,32.2,0.027110487000000003,0.10184344562855374
1777573,4000.0,0,19.52,147.68,3,10,0,95000.0,2,41,19.97,0.0,674.0,0.0,12.0,0.0,53940.0,91.6,31.0,0.0,0.0,0.0,0,26.9,0.029649407000000003,0.09947467362967588
